customer_id,plan_type,is_family_plan,avg_monthly_bill,total_revenue_12m,tenure_months,customer_age,customer_region,occupation_type,income_bracket,avg_monthly_data_usage_gb,avg_monthly_voice_minutes,avg_monthly_sms,roaming_usage_minutes,international_usage_minutes,value_added_services_subscribed,plan_category,contract_length_months,discounts_or_offers_applied,is_5g_plan,num_lines_in_account,loyalty_score,app_login_frequency,reward_points_balance,wallet_balance,avg_topup_amount,topup_frequency,financial_stress_index,cost_overrun_score,churn_risk_score,segment_label
C0421,postpaid,0,258.0613212938871,3227.970586586358,40,56,north,salaried,low,7.375220118519512,1693,619,1.0,6.0,0,standard,3,0,1,1,10,49,12670,2133.7504129910712,1923.293905121021,6,0.2582889335840204,0.852420920775247,0.6346315305003334,occasional_defaulter
C0422,postpaid,0,444.3692333052255,5388.27160467616,28,19,east,self_employed,low,18.79616781660468,1831,737,8.0,0.0,1,standard,24,0,1,1,1,4,7483,962.7339562688503,1307.200452220832,28,0.06148985958714592,0.5375739176380674,0.2732101078332493,habitual_defaulter
C0423,prepaid,0,1488.8270800517555,17799.575028297968,85,35,north,salaried,lower_middle,73.53317022181653,2745,838,8.0,9.0,0,basic,3,0,1,2,1,35,3213,4749.325410578886,1491.713671821675,14,0.7230339796658309,0.9464670239697925,0.24023012503074104,habitual_defaulter
C0424,prepaid,0,340.9120384075259,4108.0483322015125,92,59,rural,self_employed,high,30.646056886397915,891,987,44.0,12.0,0,premium,12,0,1,2,5,29,10935,2697.58647471735,406.93606914644994,7,0.3377081902382363,0.8261076428526373,0.31535078847359543,habitual_defaulter
C0425,prepaid,0,485.6448083635153,5718.101176282637,109,44,east,salaried,lower_middle,11.002403879907902,1143,414,41.0,12.0,0,standard,1,0,0,4,7,20,65835,3683.9564281120593,701.4002022378844,12,0.8032969435946424,0.19301500250613246,0.5652891952861149,habitual_defaulter
C0426,prepaid,1,405.4549156177556,4720.455521380269,24,56,metro,unemployed,upper_middle,19.17640620327846,2481,872,35.0,22.0,0,basic,1,0,1,5,3,26,9861,3793.762026685881,237.4399435182961,21,0.11449114685704864,0.34701366699055636,0.05929301020275257,habitual_defaulter
C0427,prepaid,0,401.527325158744,4810.73818753375,82,58,west,self_employed,low,15.30679616092598,2221,649,27.0,1.0,1,basic,1,0,1,1,4,51,39788,412.0919807745127,315.357360793865,9,0.10472542447597144,0.24213596657083813,0.5263908033774961,habitual_defaulter
C0428,postpaid,1,600.6616869489708,7147.330246073442,51,68,south,salaried,lower_middle,30.084855777844886,1394,356,62.0,2.0,1,basic,1,1,1,5,6,13,33894,412.22577859499677,64.48041617351001,11,0.7832342775836,0.23731528203820895,0.7245622433228283,habitual_defaulter
C0429,prepaid,0,1176.6509472679227,14135.6766938189,56,36,south,salaried,low,59.19028688200996,1532,942,4.0,21.0,0,standard,12,0,1,1,7,6,37919,4426.580504397133,129.07383386053948,26,0.8180666478021359,0.03030789004057355,0.36917439966666044,habitual_defaulter
C0430,prepaid,1,699.7916304425655,8263.412403124812,73,49,north,salaried,lower_middle,30.441809841336514,1946,482,34.0,11.0,0,premium,24,0,1,4,9,26,72891,2566.480906100751,860.324751489074,16,0.10635827331226477,0.9792016042412198,0.8095889009402112,occasional_defaulter
C0431,prepaid,0,350.0436885825502,4156.022869067783,26,41,east,self_employed,lower_middle,16.860363661714175,2312,920,22.0,4.0,0,standard,24,1,1,1,10,26,1290,1551.2892784023934,659.5881381287277,16,0.45303798961625474,0.11756772161334261,0.6640210128231084,occasional_defaulter
C0432,postpaid,0,2475.694473363717,29830.784598516177,88,51,rural,unemployed,low,123.5872171050328,254,945,24.0,1.0,1,standard,1,0,0,1,4,52,1876,191.22081921369661,330.01719612049686,28,0.8392377668924926,0.8729488624565019,0.5098500219366088,habitual_defaulter
C0433,postpaid,0,568.621648328542,6937.917419753351,52,42,west,salaried,lower_middle,19.727877411843245,581,5,11.0,15.0,1,basic,12,1,1,2,6,7,10158,1678.7529045542472,1079.4131234082702,4,0.10881516145375614,0.8652992989627933,0.4388504585788,habitual_defaulter
C0434,prepaid,0,396.44149396766034,2512.4866795098824,6,72,rural,unemployed,lower_middle,36.696035346259734,2452,677,21.0,3.0,1,premium,3,0,1,1,8,56,54264,4324.714218133346,1262.5542160377463,0,0.02243351289276141,0.6489641627935167,0.9232939645032245,occasional_defaulter
C0435,prepaid,1,1183.9990417047961,14388.764368121325,59,41,north,salaried,upper_middle,57.93747990104898,1061,548,5.0,14.0,0,standard,1,0,1,5,7,3,68908,851.2683931515091,1483.755743564019,14,0.661095315290344,0.8291575217116587,0.17856414130459441,occasional_defaulter
C0436,postpaid,0,420.73835677159013,5016.539749483662,117,42,rural,self_employed,upper_middle,35.036064113112225,2658,492,15.0,7.0,0,standard,1,0,1,1,6,23,16620,3272.4922195382082,1506.5114426187356,6,0.2624549577557941,0.1460305614693893,0.7002234016678479,habitual_defaulter
C0437,prepaid,0,1359.1333191278952,16087.232364258294,12,29,west,self_employed,upper_middle,73.658013167629,1060,734,71.0,6.0,0,basic,12,1,1,1,3,35,24726,4998.412144782152,902.5478701273821,22,0.3568059731551585,0.29829561207417243,0.6678392180835663,habitual_defaulter
C0438,postpaid,0,337.35860182450773,4136.618636469433,63,47,east,salaried,upper_middle,16.6721405510608,704,855,23.0,7.0,0,standard,6,1,1,3,9,39,16011,1282.9177884224673,711.8233368600116,20,0.22916662685791733,0.9986433455083188,0.14515339400866267,occasional_defaulter
C0439,postpaid,0,1195.7354494209246,14259.499395296487,36,68,rural,salaried,lower_middle,56.364723008254664,310,565,23.0,4.0,0,basic,12,1,1,2,9,29,55260,704.8305188151122,1411.6822555882463,8,0.005044123733575101,0.9173681084160887,0.005994503024119524,occasional_defaulter
C0440,prepaid,0,608.2440596717407,5638.962539737588,9,23,north,retired,upper_middle,32.34636166839643,474,988,5.0,1.0,0,premium,24,0,0,3,4,22,12424,172.4181860684476,1791.7929770843275,5,0.41505607496675534,0.9570597192675875,0.7071886656509474,habitual_defaulter
C0441,prepaid,0,1107.741711742197,13299.528073898651,74,47,north,self_employed,lower_middle,39.60742880303105,2146,930,37.0,7.0,0,basic,24,0,1,2,1,55,7646,3156.381640125672,1444.5080649661168,26,0.25064419734187926,0.6949164580489945,0.7059063346234202,habitual_defaulter
C0442,postpaid,0,1549.9394424854656,18730.12654653103,67,73,rural,self_employed,lower_middle,65.13119249924446,287,804,51.0,4.0,0,basic,1,0,1,1,8,54,47120,2429.465824178086,1941.9793709877822,3,0.9306085000954915,0.763152669198411,0.13918896325454644,habitual_defaulter
C0443,prepaid,1,292.0911731107809,3492.7458784891674,113,50,west,self_employed,low,7.983067594838231,406,866,2.0,5.0,1,basic,12,1,0,5,6,29,19314,2814.1524639445324,633.6962014530726,13,0.2645862565909344,0.15935328682850658,0.8280276856704192,occasional_defaulter
C0444,prepaid,1,1098.4710105197887,13127.288979883107,29,32,north,self_employed,low,43.46846814896986,252,769,12.0,7.0,0,basic,3,0,0,2,9,50,25011,435.76497434965944,1356.1472362254347,2,0.020027954798434777,0.5233708398690634,0.28019392071008953,occasional_defaulter
C0445,postpaid,0,250.912143651556,3069.140443641391,71,46,rural,student,low,12.094648223735222,1272,846,22.0,1.0,0,premium,12,1,0,1,4,44,4648,2852.703248941785,1549.3045084203175,10,0.17160963737807422,0.4351954115151795,0.6597169537351321,habitual_defaulter
C0446,postpaid,0,306.14186468908514,3712.8419596244858,90,71,west,self_employed,low,15.6565160504227,1917,171,43.0,2.0,0,standard,3,0,1,1,7,10,68173,3840.3442471339417,607.9557870774883,28,0.9517181326142333,0.10630531100830876,0.9956216404228372,habitual_defaulter
C0447,postpaid,0,350.0670813483628,2708.9118034814664,8,68,rural,salaried,lower_middle,31.78714659997088,373,576,15.0,3.0,1,standard,24,0,0,1,5,35,250,408.91930307706826,194.26639630070963,5,0.45142459701758375,0.14984263060596092,0.4210717483942773,habitual_defaulter
C0448,postpaid,0,718.3810581321468,8617.803201312916,43,31,rural,salaried,low,38.57031522164833,328,728,11.0,4.0,0,basic,12,0,0,1,9,54,82134,1228.3485013495515,1633.933504155609,0,0.9866386962458722,0.3091841467709867,0.033317409509863394,habitual_defaulter
C0449,prepaid,0,554.5509750458377,6608.545276017373,77,73,east,retired,low,28.81182126334686,2123,265,1.0,1.0,1,premium,6,1,1,4,2,54,3142,1374.0420963735617,1249.591458924004,0,0.061551479637562356,0.14614482532157258,0.8841666848104104,habitual_defaulter
C0450,prepaid,1,496.7441742885129,5977.268544933898,35,42,west,unemployed,lower_middle,25.719835419545124,865,375,16.0,1.0,1,premium,3,1,0,5,5,26,40215,3364.6389572212765,1293.4084355988045,9,0.7624410466180215,0.8070955800748703,0.11666141182135792,habitual_defaulter
C0451,postpaid,0,590.1810790540272,7079.393790528956,83,62,east,self_employed,lower_middle,31.341788929529937,2797,865,8.0,2.0,0,premium,12,0,1,3,7,49,34692,616.0278305292167,899.5676738714709,5,0.604057353150067,0.22333630092125645,0.7547031285304634,habitual_defaulter
C0452,prepaid,1,753.8619598395453,9057.260008038857,110,22,east,salaried,low,34.55177254319224,814,103,100.0,9.0,1,basic,12,0,1,5,7,56,52808,3099.2742635402697,1159.0618763573686,9,0.9761225484228788,0.05927354952056585,0.5431288451352435,habitual_defaulter
C0453,prepaid,1,786.4557572134278,9438.709266037817,22,19,metro,salaried,upper_middle,37.70095822658666,1651,68,18.0,9.0,0,basic,12,0,0,4,5,2,34030,281.1835567207027,845.952521859267,24,0.07883860731931047,0.7376037091720684,0.11872909969826473,occasional_defaulter
C0454,postpaid,1,994.0542270932677,11900.444641667094,80,64,west,student,low,42.90334467414099,2497,188,5.0,0.0,0,premium,3,0,1,4,5,0,46235,601.7227735955144,123.91998250856243,23,0.7808089332429635,0.4723698486944723,0.8053265053033465,habitual_defaulter
C0455,prepaid,1,1481.8093398734177,17810.483489515787,79,33,south,salaried,lower_middle,60.03420209720306,1916,337,98.0,1.0,0,basic,24,0,1,5,10,44,30810,2216.4553617057613,1917.9932107978,0,0.9208429523527693,0.07801243177717809,0.1556201997786415,occasional_defaulter
C0456,prepaid,0,538.211009997025,6397.856110595925,66,56,metro,retired,upper_middle,23.36603772614216,776,607,18.0,6.0,0,basic,1,1,0,1,7,28,65072,2962.8614905037,802.5370323001387,7,0.009474779064493122,0.8773447108969582,0.9309852367681437,habitual_defaulter
C0457,prepaid,0,408.87155931885974,5038.334375945178,102,71,metro,self_employed,lower_middle,22.44253857545569,996,984,29.0,4.0,0,premium,3,1,0,1,1,16,9686,915.3830838222466,836.6686948317578,25,0.4967351936904658,0.07661736941775843,0.9508145251051634,habitual_defaulter
C0458,prepaid,0,763.142572061174,9156.43680155191,21,55,west,salaried,lower_middle,46.566714200031726,740,641,69.0,3.0,1,basic,12,0,1,1,6,6,30792,2014.4323469937908,158.13015632052236,28,0.6020394708273237,0.6928011514686909,0.5255332685529385,habitual_defaulter
C0459,prepaid,0,290.2259771399859,3550.089968438921,94,34,metro,retired,low,11.73171260130228,1640,286,28.0,6.0,0,basic,12,0,0,3,1,45,6940,3786.3945288188856,1143.0735244469206,20,0.21209114060446532,0.797321710264209,0.6696582960223257,habitual_defaulter
C0460,prepaid,0,374.92002154302696,4456.273277046868,71,48,metro,retired,low,10.895734948599229,934,287,57.0,2.0,0,basic,24,0,0,1,8,33,16040,3808.2196493045967,1033.765011369794,23,0.35501637003425357,0.46160308470293254,0.786897732459724,occasional_defaulter
C0461,prepaid,0,943.559589291642,11288.76437455388,95,18,north,salaried,lower_middle,47.09275555458777,1432,148,9.0,1.0,0,standard,24,0,1,1,7,34,20748,1087.9757885729503,1433.683297065186,28,0.7731132012746059,0.4279520620380075,0.5617697404173583,habitual_defaulter
C0462,postpaid,0,508.6343524426205,6177.388056986067,41,23,east,salaried,upper_middle,18.806943366907177,1246,977,1.0,1.0,1,standard,12,0,1,1,3,21,29409,1356.4916393296999,473.0450538434965,6,0.10462654774028002,0.2464557886947738,0.6507081999107631,habitual_defaulter
C0463,postpaid,1,280.19734203545494,3423.148325474048,41,48,south,salaried,low,3.073642469617246,1669,520,66.0,1.0,0,basic,24,1,0,3,1,34,663,1351.8513919008712,589.9394684158442,25,0.2972349593958391,0.9606386787484926,0.011936696960662463,habitual_defaulter
C0464,prepaid,1,239.99265388214934,2870.0946683663055,49,23,west,student,high,3.089440658799896,1409,86,16.0,2.0,0,standard,24,0,0,3,4,23,1460,985.0166900340096,377.48489263461397,25,0.8129709231085743,0.5996372406211913,0.46071205929763503,habitual_defaulter
C0465,postpaid,0,559.3605037819251,6569.537124556051,119,53,north,salaried,lower_middle,29.594325149753065,674,677,30.0,13.0,0,standard,6,0,1,1,3,43,7608,3488.773713848931,1041.6419586942861,1,0.008573812767765476,0.4789953449052812,0.12792023774297223,habitual_defaulter
C0466,prepaid,0,1020.4950129128833,12204.01620450447,99,25,rural,self_employed,upper_middle,52.62088773759361,316,86,16.0,13.0,0,standard,6,0,1,1,2,5,11868,3859.7895439344175,488.7389512556998,14,0.8280608375529611,0.7035745203142102,0.2998302066158255,habitual_defaulter
C0467,prepaid,0,1013.0290465640142,4045.04427237928,4,46,rural,self_employed,lower_middle,55.112927140207944,2667,374,29.0,19.0,1,standard,3,1,0,1,3,42,20628,3203.3280981876337,1276.8343681909942,7,0.7203887777994947,0.36315165792216175,0.6191865393915026,habitual_defaulter
C0468,postpaid,0,578.8157909407659,6891.198613801592,98,26,south,retired,lower_middle,30.849451442673104,1483,783,1.0,9.0,0,basic,6,0,1,1,9,0,30771,392.5930204345396,738.5775052839828,27,0.5134378863201664,0.07367704859615687,0.588666435076342,habitual_defaulter
C0469,prepaid,0,1644.0207225644124,19626.47386847797,65,39,south,self_employed,low,91.66278248374283,371,951,1.0,4.0,0,basic,6,0,0,1,7,37,4249,1277.8487540395051,438.84867119107827,3,0.7062707263539695,0.6242136568147679,0.11631454829295562,occasional_defaulter
C0470,postpaid,0,514.064528154807,5208.966151743927,10,27,north,student,upper_middle,38.00320813672386,362,270,50.0,1.0,0,basic,3,1,0,2,5,3,43320,2064.8538342638235,682.5117272534391,19,0.6985788587407511,0.9545242437688223,0.7377118146809866,habitual_defaulter
C0471,prepaid,0,504.61098572807,6040.888544120083,94,41,rural,salaried,low,30.304382518479933,2176,919,11.0,2.0,0,premium,24,1,1,1,8,23,35200,297.076369908586,852.1620009238,18,0.05120485765324578,0.09925062724771938,0.9054574941840846,occasional_defaulter
C0472,postpaid,1,200.0,2544.711184147557,96,57,west,student,high,4.866905909603507,990,307,7.0,5.0,0,premium,1,1,1,5,5,6,42425,277.2725506572765,1631.223677341225,9,0.583646828494411,0.31992694301993285,0.3627002351722243,habitual_defaulter
C0473,prepaid,1,425.79175041864715,5096.092143330141,67,19,east,self_employed,lower_middle,24.040962815851607,2343,238,49.0,2.0,0,basic,3,0,0,4,9,42,10251,2277.0764157663316,1016.6281556487284,3,0.2897555612977414,0.4798698497447663,0.9893632394189739,occasional_defaulter
C0474,postpaid,0,870.1001058282623,8715.196574362313,10,37,north,unemployed,low,40.78791033794642,798,360,135.0,3.0,1,standard,12,0,1,2,2,12,15678,1247.6643896850264,799.568327880884,1,0.8273679391421733,0.33176996287701355,0.448935592627869,habitual_defaulter
C0475,prepaid,0,1287.1409698398354,15398.588327408772,73,34,metro,salaried,lower_middle,66.22133676450362,1174,37,19.0,23.0,0,standard,6,0,0,2,6,16,42882,1572.0040521104545,1432.7936502971736,27,0.12150267217530508,0.2537939213358762,0.4473653442049754,occasional_defaulter
C0476,postpaid,0,344.9401595760895,4260.165596677768,17,50,rural,self_employed,upper_middle,16.777109095173866,583,207,16.0,4.0,0,basic,6,1,1,1,7,21,44366,4330.434305532704,1370.8300813330982,24,0.14907970670770376,0.8219522268276297,0.40599344047501773,habitual_defaulter
C0477,prepaid,0,702.2144074498212,8402.384166654641,111,31,south,salaried,lower_middle,34.329556941827704,1867,938,50.0,1.0,0,basic,3,1,0,4,3,44,15432,1866.0109865781399,1223.638120225485,17,0.09747666266614519,0.06079578507221506,0.8859998139038019,habitual_defaulter
C0478,prepaid,0,968.5338834981409,11606.17303181559,67,49,metro,salaried,low,50.59969490729289,1397,852,4.0,3.0,0,basic,24,1,1,2,8,17,6184,4282.862343793194,1215.457883906447,24,0.5650805890393041,0.8518857764998262,0.5141293188290809,habitual_defaulter
C0479,postpaid,0,547.9392834895697,6499.090399915048,91,71,west,unemployed,upper_middle,42.35281516302173,2359,537,20.0,0.0,0,standard,24,1,1,1,2,51,10100,1460.3182770661072,1242.6351202774097,16,0.8265409346411281,0.7574276512140635,0.8227576733071149,habitual_defaulter
C0480,prepaid,0,200.0,2430.368185021465,53,72,rural,salaried,lower_middle,14.979507529831091,1095,441,33.0,8.0,0,basic,6,1,0,1,6,38,9120,1873.6019318607616,1179.4601465937876,19,0.7933068214573892,0.10939195330008078,0.8747288229600643,habitual_defaulter
C0481,postpaid,0,623.9121041823864,7460.5560574419,35,54,rural,self_employed,low,32.63471899254838,72,300,27.0,10.0,0,premium,24,1,1,1,2,45,622,4262.176061706624,119.46523554366784,17,0.9514776689814117,0.9630960747194747,0.5409647862571645,habitual_defaulter
C0482,postpaid,0,827.8126355684651,3233.7075134606944,4,41,east,self_employed,upper_middle,41.81432020193904,1418,290,28.0,4.0,0,premium,1,1,0,1,10,51,14170,4802.105900788645,604.3193107078688,5,0.07127478966659972,0.9126226015019409,0.9394137543114557,occasional_defaulter
C0483,prepaid,0,323.4088808789548,3877.0235031085535,68,58,east,self_employed,upper_middle,26.947442439703572,2292,44,33.0,6.0,0,standard,1,0,1,2,5,16,4860,2651.879172843703,1089.3105829179801,2,0.6401424454947514,0.7393723434120588,0.6898921104531363,habitual_defaulter
C0484,postpaid,0,473.529876611092,5740.318336978165,113,37,east,retired,lower_middle,16.954730118344067,2117,665,5.0,17.0,0,standard,3,0,0,1,8,13,44592,2825.7247597710366,1769.382008648002,14,0.1935676232380722,0.5972504202541647,0.14362694959268463,occasional_defaulter
C0485,prepaid,0,288.43714006830066,3593.0973250730044,96,66,rural,salaried,lower_middle,19.69725425392464,1746,227,16.0,2.0,0,premium,1,0,1,2,5,10,3320,746.2778692302496,96.47596038531384,29,0.21408822960612273,0.9799178946820892,0.4905632884474773,habitual_defaulter
C0486,postpaid,1,200.0,2418.866114854775,102,23,metro,self_employed,lower_middle,30.73988800293636,2349,450,2.0,1.0,0,standard,6,0,1,4,1,57,3871,4199.940027101319,1745.7823895905244,15,0.1520181347648123,0.7682543832635238,0.4570138413787086,habitual_defaulter
C0487,prepaid,0,958.0044532851819,10494.002499358812,11,50,west,self_employed,lower_middle,51.43441129542652,801,793,2.0,2.0,0,basic,3,1,0,1,8,6,59800,4673.175519060891,1081.2055997055886,2,0.16323613378283253,0.5022658351106575,0.9625395639517234,occasional_defaulter
C0488,prepaid,1,543.4503262873612,6557.939532058746,44,67,metro,student,lower_middle,22.272356998907693,2978,367,34.0,2.0,0,basic,12,0,1,5,8,51,43592,1725.778422938653,1408.90068246635,25,0.5903024104788924,0.24221514795671606,0.1469873171070487,occasional_defaulter
C0489,postpaid,0,1311.2304474115517,15723.532031358814,119,45,rural,salaried,low,57.66222494779705,689,262,33.0,17.0,0,basic,24,0,1,1,5,50,28650,450.8966823010424,1236.7247717544005,3,0.03027748034549127,0.9220521582545695,0.8906748025357956,occasional_defaulter
C0490,postpaid,0,872.6435829722298,10476.227400675867,60,28,south,self_employed,low,41.449561670890276,1533,790,4.0,0.0,0,standard,12,0,1,2,9,46,68202,551.4202547079627,1040.8404087187878,26,0.6855983653857782,0.6239843997340755,0.35658138561858854,habitual_defaulter
C0491,prepaid,0,448.1753809234112,5377.937250658478,103,53,east,student,low,31.096951961201015,989,616,17.0,1.0,0,standard,3,0,1,1,2,42,9540,3636.794159474514,173.8550538828437,18,0.8515428558491256,0.03829728312625713,0.5443775159354407,habitual_defaulter
C0492,postpaid,0,520.2193954609253,6279.542857936465,109,37,west,self_employed,upper_middle,32.66069234146948,2308,182,1.0,23.0,1,basic,3,1,1,2,2,46,17524,3715.6774311387926,625.5935541977437,22,0.5724736336619324,0.5451392223352779,0.5041010220340855,habitual_defaulter
C0493,prepaid,0,743.5214123822128,8969.86956206984,70,23,metro,student,upper_middle,35.497943046734235,586,914,9.0,4.0,1,premium,12,0,1,1,4,0,5964,761.2633460877948,1350.6368089481473,17,0.92793863987595,0.1284975188423293,0.9937101028479595,habitual_defaulter
C0494,prepaid,0,926.8445677856623,11118.180676259954,119,25,metro,salaried,lower_middle,53.45493531617475,290,140,3.0,5.0,1,standard,1,0,0,1,7,35,39718,4905.968694878327,1152.3300972149057,25,0.7365481393858134,0.7509990997051472,0.5884733613164316,habitual_defaulter
C0495,prepaid,0,650.3227947365586,8085.310926518191,62,36,metro,self_employed,lower_middle,41.0036117497715,2018,982,9.0,7.0,0,basic,24,1,0,1,8,56,53072,3730.0975694725876,1063.242588059265,15,0.9649362469269063,0.28990643792126247,0.8153141865543331,habitual_defaulter
C0496,prepaid,0,1000.3210024373387,12077.338580057218,99,32,metro,self_employed,lower_middle,50.67235853860272,771,576,17.0,12.0,0,standard,1,0,1,1,10,30,50340,4945.363703403447,430.5851573327465,23,0.8700473750237405,0.5873023168010714,0.45452823803602316,habitual_defaulter
C0497,prepaid,0,462.5858654876059,5384.689654422082,117,39,rural,self_employed,lower_middle,18.89296846970661,448,389,33.0,10.0,1,basic,3,0,0,1,7,7,8582,2569.0842367437763,1011.1232122795507,19,0.8587417573550704,0.22937415038669107,0.46055217989253605,habitual_defaulter
C0498,prepaid,0,314.68465723767656,3748.4676938694142,110,68,metro,salaried,lower_middle,33.4957534110764,811,583,14.0,4.0,1,standard,1,1,0,1,8,50,43976,3566.5233976837353,67.63721453281032,5,0.821578732397849,0.8620986135417007,0.17309826305861375,habitual_defaulter
C0499,postpaid,0,525.5024804837619,6304.478399841794,32,19,south,salaried,lower_middle,14.968337285790945,1996,741,54.0,13.0,0,basic,6,0,1,2,7,31,7798,4775.781602417655,54.6997037785871,20,0.9971579712291964,0.8286067350377636,0.8473005341758553,habitual_defaulter
C0500,postpaid,0,609.6296794230637,7364.293138320427,46,45,east,self_employed,lower_middle,31.96741511701995,538,987,2.0,11.0,0,basic,3,1,1,1,2,18,5616,3864.2746475982713,414.92084815205175,29,0.2889752547175751,0.6058846034731251,0.6123635337128208,habitual_defaulter
C0501,postpaid,0,281.22513279855485,3521.428425294131,23,53,metro,salaried,low,11.547298418882317,1801,347,15.0,17.0,0,premium,6,0,0,1,1,57,5522,4930.998370416513,1375.7280713810692,9,0.8691420306224862,0.07470902273403102,0.21214625451386004,habitual_defaulter
C0502,prepaid,0,261.0737289212733,3075.3321317695104,106,53,south,student,high,17.70353247844593,1180,79,48.0,2.0,0,standard,1,0,1,1,4,38,6040,3900.2469645606384,1648.17838297705,6,0.9534325784368088,0.7832950086048397,0.18255214428404598,habitual_defaulter
C0503,prepaid,0,696.4962875538192,8450.029941123092,37,61,rural,student,low,38.24651206515773,1862,884,5.0,1.0,0,basic,12,1,0,1,2,1,3844,1885.9541098868688,1864.8266446399173,9,0.227053476799304,0.04032232328497509,0.7207020827079046,habitual_defaulter
C0504,postpaid,0,435.50389140747615,5242.335738462976,90,35,west,salaried,low,15.866644718595959,1561,863,29.0,1.0,0,standard,24,1,0,1,10,59,5550,1377.0097776576556,284.8243151577083,23,0.6965512538260678,0.8546451469944093,0.5494103887185375,habitual_defaulter
C0505,postpaid,0,497.0981551585817,5991.5079486871155,98,29,west,student,upper_middle,18.964882647349622,2582,22,6.0,6.0,0,standard,12,0,1,1,9,13,25443,1499.622471076728,415.3477277584336,26,0.981770082236992,0.8661936543672872,0.9810322419689225,habitual_defaulter
C0506,prepaid,0,446.8259002586017,5457.455513158577,102,36,rural,salaried,upper_middle,21.921398180163127,1408,317,76.0,2.0,1,standard,3,1,1,2,6,34,59988,2228.6175086254566,1389.5743822516527,0,0.18626809107302744,0.017471859325746353,0.40537769542266566,habitual_defaulter
C0507,postpaid,0,1256.808054892649,14948.599752423515,119,74,south,salaried,low,71.29315588144132,1867,773,28.0,0.0,0,basic,3,0,1,1,8,18,4280,374.4166357285056,1718.3460595685397,27,0.8298797503877507,0.1704909364960684,0.3315571118015247,habitual_defaulter
C0508,postpaid,0,1090.0388733566924,13123.254071342215,75,43,south,salaried,upper_middle,49.8987129369118,2619,710,21.0,15.0,0,basic,3,0,0,3,5,53,19660,894.7930981442787,809.2761279675811,18,0.060865103546913324,0.8590747293858314,0.2652921638800432,occasional_defaulter
C0509,postpaid,0,275.7391942158192,3441.067924305287,114,42,south,self_employed,upper_middle,11.321221931948125,2840,582,41.0,16.0,0,standard,1,0,0,3,10,5,61600,722.8579509457334,870.0158459575133,13,0.2826542588148535,0.9074981415541621,0.8151301566328047,occasional_defaulter
C0510,postpaid,0,406.2479684145637,4790.340580312113,58,45,west,salaried,low,23.854115979713498,2062,956,18.0,4.0,0,standard,24,0,1,1,6,3,19296,3220.725262073455,1683.5614652984302,13,0.8415826673662695,0.02049277096332658,0.9264186112236602,habitual_defaulter
C0511,postpaid,0,869.1383750363323,10429.846777505318,120,32,metro,unemployed,low,55.15154420713322,2007,648,7.0,1.0,1,standard,1,1,0,1,7,15,26313,3152.569962104112,654.462778789609,29,0.8643746856653032,0.2960402806614194,0.14833893585688707,habitual_defaulter
C0512,prepaid,0,758.2892661118999,9153.738694605903,85,27,east,retired,low,39.86194708945766,2664,857,8.0,2.0,0,basic,12,1,0,1,3,1,14019,4274.078799486383,1865.0942102379256,19,0.9750079006622299,0.48722797129949447,0.19999617427815664,habitual_defaulter
C0513,postpaid,0,532.295145733526,6231.003146851241,43,56,metro,unemployed,lower_middle,10.431318167006292,1673,494,18.0,9.0,0,standard,24,0,0,1,10,9,22840,1425.5242240287841,1682.6864168527336,4,0.6174310734828163,0.9336775291524494,0.5325078497521791,habitual_defaulter
C0514,postpaid,0,291.29016101470245,3522.359657648954,88,51,north,salaried,lower_middle,3.068908071276537,1945,210,15.0,9.0,1,premium,3,0,1,1,5,4,22905,1499.517660131368,1322.4174475640086,15,0.23419887439875486,0.7215698313953913,0.3394996246902987,habitual_defaulter
C0515,prepaid,0,374.1298668152748,4468.697399253937,15,30,south,student,low,10.60948784048023,556,730,48.0,10.0,1,premium,6,1,0,2,10,5,41490,2666.287003966689,1098.802364556678,24,0.6996632830675071,0.7627210918248126,0.31428227170627565,habitual_defaulter
C0516,prepaid,0,409.84450753469594,5030.278619166514,67,33,metro,retired,low,11.212340176743428,1617,808,16.0,15.0,0,premium,1,0,0,2,6,26,5796,897.353863380122,831.4658647216479,3,0.2888524009779361,0.22209596079314098,0.07321232399125177,habitual_defaulter
C0517,prepaid,0,634.1889142880294,1209.2199641214925,2,70,east,salaried,low,42.799471455745085,395,332,14.0,17.0,1,basic,6,0,1,1,6,28,27726,4969.931635278495,375.4352855672227,18,0.40290897158853445,0.0024012478932101677,0.7340230383319917,habitual_defaulter
C0518,postpaid,0,1389.9873635100926,16676.48450679238,71,57,metro,self_employed,lower_middle,70.85040451461764,2657,212,12.0,36.0,1,basic,12,0,1,1,4,27,10684,1294.021265331765,1328.374163827306,15,0.9166476279574746,0.7988313558577445,0.2687250523978998,habitual_defaulter
C0519,postpaid,0,373.237845105345,1801.796692859356,5,48,north,self_employed,upper_middle,26.26072144357148,1356,923,3.0,3.0,1,premium,6,1,1,3,3,29,4368,4624.924991768814,1420.5352547080586,13,0.004162520711345485,0.6404631404395998,0.6572172723823324,habitual_defaulter
C0520,prepaid,0,309.72370127711395,3707.161604179858,53,18,north,self_employed,low,13.256708384305801,81,126,3.0,20.0,0,basic,12,0,1,1,4,51,17440,1649.2890724683984,1355.124643488822,14,0.8488754824817221,0.7970658335492409,0.38318198500231593,habitual_defaulter
