customer_id,plan_type,is_family_plan,avg_monthly_bill,total_revenue_12m,late_payments_12m,missed_payments_12m,max_days_late,tenure_months,num_bills,num_payments_on_time_12m,num_payments_late_12m,late_payment_ratio,missed_payment_ratio,avg_payment_delay_days,last_payment_status,last_payment_delay_days,days_overdue_current_bill,is_currently_overdue,payment_method,auto_pay_enabled,billing_cycle_day,historical_billing_disputes,customer_age,customer_region,occupation_type,income_bracket,account_type,num_dependents,avg_monthly_data_usage_gb,avg_monthly_voice_minutes,avg_monthly_sms,international_usage_minutes,roaming_usage_minutes,value_added_services_subscribed,plan_category,contract_length_months,discounts_or_offers_applied,plan_change_count_last_12m,is_5g_plan,num_lines_in_account,num_support_calls_12m,complaint_count_12m,issue_type_majority,refund_requests_12m,dispute_count_12m,loyalty_score,app_login_frequency_monthly,reward_points_balance,renewal_rate,credit_score_range,wallet_balance,avg_topup_amount,topup_frequency,max_payment_delay_days_12m,num_bills_30plus_days_late,num_bills_60plus_days_late,days_since_last_payment,consecutive_missed_payments_max,current_outstanding_balance,segment_label
C5529,postpaid,0,519.72,6271.26,2,0,12,70,12,10,2,0.17,0.0,4.1,late,26,31,1,UPI,0,8,0,23,rural,retired,low,individual,0,35.7,2808,916,2.0,10.0,0,standard,24,1,0,0,2,0,0,other,0,0,8,38,40696,0.71,fair,2693.82,954.31,23,12,0,0,2,0,3653.78,occasional_defaulter
C6538,postpaid,1,434.89,5196.7,4,0,21,96,12,8,4,0.33,0.0,3.5,late,9,34,1,credit_card,0,28,0,72,metro,self_employed,lower_middle,individual,3,1.0,1177,190,2.0,58.0,0,premium,6,1,0,0,4,1,2,billing,0,0,7,29,57946,0.17,good,3430.97,264.55,13,21,0,0,29,0,1943.89,occasional_defaulter
C6927,postpaid,0,870.57,10475.93,0,0,0,73,12,12,0,0.0,0.0,0.0,on_time,0,0,0,cash,1,22,3,56,west,self_employed,high,individual,2,28.3,1709,860,19.0,54.0,1,premium,3,1,0,0,2,1,1,other,0,0,7,37,19425,0.76,poor,259.67,1677.54,16,0,0,0,24,0,2760.58,critical
C8529,postpaid,0,320.38,3802.2,1,1,87,45,12,10,1,0.08,0.08,4.4,on_time,0,31,1,credit_card,0,16,0,66,east,self_employed,upper_middle,individual,1,23.1,1910,263,1.0,11.0,0,basic,12,0,0,0,2,2,0,other,0,0,10,53,8490,0.96,good,621.68,950.99,22,87,2,1,14,1,22587.28,critical
C8726,postpaid,0,281.12,3413.48,3,0,19,58,12,9,3,0.25,0.0,2.8,on_time,0,57,1,bank_transfer,1,17,0,53,east,self_employed,lower_middle,individual,2,10.8,1390,695,21.0,7.0,0,standard,12,1,0,0,1,1,0,billing,0,0,8,23,2136,0.66,good,3147.16,1756.94,23,19,0,0,19,0,237.22,occasional_defaulter
C9582,postpaid,0,395.42,4823.96,1,0,26,32,12,11,1,0.08,0.0,1.2,on_time,0,22,1,credit_card,1,18,0,28,rural,salaried,low,individual,5,15.8,2955,687,9.0,10.0,0,basic,24,1,0,0,1,2,1,billing,0,0,10,49,70480,0.17,good,1669.54,1505.52,17,26,0,0,6,0,1878.63,occasional_defaulter
C8519,postpaid,0,277.47,3403.28,4,0,18,58,12,8,4,0.33,0.0,4.3,on_time,0,51,1,UPI,1,25,1,18,west,salaried,lower_middle,corporate,3,9.0,856,65,5.0,17.0,0,basic,12,1,0,0,1,1,1,billing,0,0,7,43,68173,0.38,poor,4068.81,1499.94,29,18,0,0,15,0,2201.55,occasional_defaulter
C6797,postpaid,1,785.6,9359.22,2,1,69,55,12,9,2,0.17,0.08,5.0,on_time,0,19,1,bank_transfer,0,24,1,21,south,self_employed,lower_middle,individual,4,45.4,86,132,1.0,9.0,0,premium,3,0,1,0,4,2,1,network,0,0,8,60,18984,0.42,good,715.06,117.29,25,69,2,2,1,1,26364.25,occasional_defaulter
C4766,postpaid,1,454.33,5522.24,1,0,17,115,12,11,1,0.08,0.0,1.9,on_time,0,52,1,UPI,1,22,0,34,north,student,upper_middle,individual,2,25.6,2132,926,32.0,0.0,0,premium,1,0,0,0,2,4,1,network,0,0,9,24,35460,0.46,good,3910.75,1655.58,7,17,0,0,22,0,3040.1,critical
C5423,postpaid,1,1514.23,18222.27,2,0,19,111,12,10,2,0.17,0.0,3.2,on_time,0,52,1,credit_card,1,23,0,61,north,retired,lower_middle,individual,1,71.5,292,901,15.0,5.0,0,premium,3,0,0,1,4,1,0,network,0,0,8,1,29712,0.29,good,1083.87,1915.78,0,19,0,0,2,0,1850.95,habitual_defaulter
C0843,postpaid,0,719.58,8679.09,1,1,46,33,12,10,1,0.08,0.08,5.0,on_time,0,14,1,credit_card,0,23,1,28,rural,salaried,lower_middle,individual,1,34.0,831,552,8.0,53.0,0,basic,1,0,1,1,1,1,1,network,0,0,5,17,22270,0.48,fair,3390.68,1832.34,18,46,1,0,15,1,42284.92,occasional_defaulter
C5123,postpaid,0,597.22,7128.86,1,2,89,102,12,9,1,0.08,0.17,9.8,on_time,0,29,1,cash,0,5,1,63,north,salaried,upper_middle,individual,5,32.3,1304,559,1.0,5.0,0,standard,24,0,0,0,3,3,1,network,0,0,10,34,28600,0.97,fair,394.96,464.86,23,89,3,1,14,2,33505.28,occasional_defaulter
C3075,postpaid,0,372.04,4516.5,2,1,97,111,12,9,2,0.17,0.08,5.0,on_time,0,16,1,UPI,1,17,0,73,north,self_employed,low,individual,5,17.6,2923,701,15.0,12.0,0,standard,12,1,1,1,1,0,1,billing,0,0,6,52,58062,0.82,good,4035.22,91.76,3,97,1,1,0,1,38412.4,occasional_defaulter
C4258,postpaid,0,1017.06,12300.86,1,0,14,117,12,11,1,0.08,0.0,0.9,on_time,0,26,1,UPI,0,21,1,68,rural,salaried,low,SME,4,56.3,2135,401,4.0,2.0,0,standard,12,0,0,0,3,2,0,other,0,1,9,41,22806,0.2,good,4364.24,278.1,4,14,0,0,19,0,927.17,critical
C5660,postpaid,0,900.76,10798.85,2,1,93,90,12,9,2,0.17,0.08,7.8,on_time,0,54,1,UPI,0,26,1,54,north,salaried,high,SME,5,49.7,1799,851,53.0,3.0,0,standard,3,1,0,1,1,4,0,network,0,0,6,7,20220,0.7,poor,4579.9,1340.18,22,93,3,3,0,1,3733.67,occasional_defaulter
C3485,postpaid,0,588.81,7047.12,4,0,15,112,12,8,4,0.33,0.0,4.5,late,5,59,1,UPI,1,5,1,42,rural,salaried,upper_middle,individual,5,39.3,231,171,9.0,5.0,1,premium,6,0,0,1,1,3,0,other,0,0,9,51,32904,0.34,fair,848.42,122.66,30,15,0,0,6,0,4938.07,habitual_defaulter
C2767,postpaid,0,1108.94,13325.84,1,1,81,16,12,10,1,0.08,0.08,5.3,on_time,0,57,1,UPI,1,13,0,68,south,retired,high,individual,0,48.9,599,951,4.0,6.0,0,standard,24,1,1,0,1,2,0,billing,0,0,5,44,26200,0.3,good,3454.28,1229.42,24,81,2,2,9,1,32213.68,critical
C9071,postpaid,1,372.64,4469.3,0,2,111,63,12,10,0,0.0,0.17,7.3,on_time,0,50,1,cash,0,7,0,56,east,self_employed,low,individual,2,23.2,932,671,30.0,9.0,1,basic,6,0,0,0,3,1,1,other,0,0,6,19,36666,0.27,good,1734.4,1816.94,21,111,2,1,20,2,6279.04,occasional_defaulter
C6376,postpaid,0,904.02,10852.27,3,2,97,61,12,7,3,0.25,0.17,8.9,on_time,0,24,1,bank_transfer,0,7,1,33,east,student,low,individual,0,58.6,2438,734,16.0,19.0,0,basic,12,0,0,0,1,3,0,network,0,0,6,13,25860,0.95,fair,1306.21,1441.43,5,97,2,2,28,1,43329.89,habitual_defaulter
C6646,postpaid,0,263.31,2345.91,1,2,118,9,9,6,1,0.11,0.22,13.1,late,23,37,1,UPI,0,19,0,29,west,retired,upper_middle,individual,0,11.7,2110,207,19.0,11.0,1,standard,3,0,0,0,1,1,0,other,1,0,3,19,4839,0.59,poor,3351.0,213.97,25,118,3,3,17,2,41833.54,habitual_defaulter
C2726,postpaid,0,560.41,6762.04,1,0,10,48,12,11,1,0.08,0.0,0.6,on_time,0,47,1,UPI,1,28,2,33,north,unemployed,lower_middle,individual,2,27.0,1567,613,6.0,4.0,0,premium,3,1,1,1,1,1,1,billing,0,0,8,39,25216,0.15,good,4401.58,845.59,6,10,0,0,0,0,2687.42,habitual_defaulter
C1356,postpaid,1,500.08,6096.55,1,1,44,119,12,10,1,0.08,0.08,5.9,on_time,0,8,1,credit_card,0,28,0,47,south,self_employed,lower_middle,SME,1,41.4,2156,295,12.0,3.0,0,standard,3,1,1,1,4,0,0,network,0,0,8,32,74336,0.9,poor,1602.44,1807.78,17,44,2,0,16,1,35052.46,critical
C7113,postpaid,0,1158.52,13853.63,0,0,0,54,12,12,0,0.0,0.0,0.0,on_time,0,0,0,cash,0,11,1,32,west,salaried,lower_middle,individual,3,44.9,2967,726,30.0,24.0,0,basic,3,1,0,0,1,0,0,other,0,0,7,27,65730,0.28,poor,4556.04,1193.43,29,0,0,0,6,0,731.63,critical
C5985,postpaid,0,1524.56,13815.3,2,2,97,9,9,5,2,0.22,0.22,15.2,missed,46,25,1,credit_card,1,25,0,33,rural,salaried,low,corporate,5,93.5,420,546,18.0,24.0,1,premium,12,0,1,1,1,4,0,other,1,0,4,48,19876,0.71,fair,1981.01,683.46,12,97,3,2,97,1,23817.91,critical
C7006,postpaid,0,1312.61,15722.66,0,0,0,90,12,12,0,0.0,0.0,0.0,on_time,0,0,0,UPI,1,26,1,33,north,student,lower_middle,individual,4,62.5,157,625,2.0,5.0,1,standard,1,0,0,0,1,0,0,other,0,0,6,22,38508,0.84,poor,534.44,329.14,16,0,0,0,13,0,3453.19,occasional_defaulter
C5134,postpaid,0,1396.5,6950.63,1,0,25,5,5,4,1,0.2,0.0,3.9,on_time,0,14,1,credit_card,1,7,0,54,rural,retired,high,individual,3,67.5,1084,859,9.0,67.0,0,basic,1,0,0,1,1,3,0,other,0,1,4,47,20920,0.18,fair,1741.4,380.77,8,25,0,0,9,0,4376.79,habitual_defaulter
C6012,postpaid,1,1556.35,18691.46,0,1,101,77,12,11,0,0.0,0.08,5.0,on_time,0,59,1,UPI,1,27,0,48,east,self_employed,upper_middle,individual,3,69.4,1808,386,17.0,10.0,0,premium,12,1,0,1,3,2,0,billing,0,1,10,50,74010,0.46,good,571.35,252.18,28,101,1,1,3,1,29680.62,critical
C4794,postpaid,0,677.57,8122.09,1,1,69,45,12,10,1,0.08,0.08,4.0,on_time,0,13,1,UPI,1,11,1,55,rural,retired,upper_middle,individual,4,19.7,309,361,2.0,31.0,0,premium,12,1,0,1,1,1,1,billing,0,0,8,50,37624,0.49,fair,1612.03,152.92,30,69,1,1,18,1,21150.76,occasional_defaulter
C7906,postpaid,1,1224.52,14687.77,0,0,0,83,12,12,0,0.0,0.0,0.0,on_time,0,0,0,bank_transfer,1,25,1,41,west,self_employed,upper_middle,individual,3,76.2,2032,253,6.0,10.0,0,basic,3,0,2,0,2,3,1,billing,0,0,9,7,15723,0.28,good,409.88,1228.95,9,0,0,0,4,0,3187.7,critical
C8740,postpaid,0,925.01,908.89,0,0,0,1,1,1,0,0.0,0.0,0.0,late,1,0,0,UPI,1,22,1,63,south,self_employed,lower_middle,individual,3,39.9,1971,890,9.0,11.0,0,basic,3,0,0,0,2,1,0,billing,0,0,8,23,24624,0.59,fair,3162.37,878.21,23,0,0,0,18,0,914.21,occasional_defaulter
C3540,postpaid,0,672.46,8060.08,1,0,1,26,12,11,1,0.08,0.0,1.7,on_time,0,18,1,bank_transfer,1,10,0,46,metro,salaried,lower_middle,individual,1,46.7,1614,655,2.0,1.0,0,basic,24,0,0,0,1,1,0,network,0,0,8,2,7616,0.96,good,1824.42,221.99,25,1,0,0,22,0,3142.66,occasional_defaulter
C3288,postpaid,1,924.34,11068.73,2,0,21,79,12,10,2,0.17,0.0,1.2,late,15,33,1,cash,1,12,1,63,metro,salaried,upper_middle,individual,3,55.3,1137,901,11.0,48.0,0,basic,24,1,1,1,2,1,2,network,0,0,6,58,948,0.3,poor,4794.67,1521.03,29,21,0,0,15,0,663.86,habitual_defaulter
C6429,postpaid,0,1480.83,17788.95,1,0,20,87,12,11,1,0.08,0.0,1.2,on_time,0,34,1,credit_card,1,30,0,48,metro,salaried,high,individual,1,86.6,404,588,10.0,81.0,1,standard,24,1,1,1,1,4,1,network,0,0,10,20,63960,0.68,fair,3127.48,1483.51,11,20,0,0,1,0,3286.61,habitual_defaulter
C0767,postpaid,0,369.0,4397.7,3,1,45,34,12,8,3,0.25,0.08,5.9,late,8,16,1,cash,0,5,0,44,south,self_employed,high,SME,0,21.9,425,630,2.0,35.0,0,premium,6,1,0,0,1,2,0,billing,0,0,9,26,77904,0.89,good,3766.8,1251.7,28,45,1,0,24,1,26470.9,occasional_defaulter
C3213,postpaid,0,678.39,8181.05,1,0,29,67,12,11,1,0.08,0.0,2.0,late,17,32,1,UPI,0,6,0,57,metro,student,high,SME,5,23.7,475,680,7.0,22.0,0,basic,12,0,0,1,1,5,0,network,0,0,5,29,36290,0.37,good,3563.41,1955.39,27,29,0,0,23,0,2129.21,critical
C1355,postpaid,0,758.58,9138.91,4,1,48,79,12,7,4,0.33,0.08,10.6,on_time,0,9,1,bank_transfer,0,21,0,38,rural,self_employed,low,individual,4,36.2,2490,299,3.0,17.0,0,standard,6,1,1,0,2,2,1,billing,0,0,8,36,50688,0.14,good,1491.79,62.11,25,48,5,0,30,1,36530.07,occasional_defaulter
C0617,postpaid,0,381.3,4622.98,2,0,14,70,12,10,2,0.17,0.0,3.8,late,8,25,1,credit_card,1,1,0,32,metro,salaried,lower_middle,individual,1,11.8,2076,896,33.0,4.0,0,standard,6,1,1,0,4,2,0,billing,0,0,6,23,30498,0.99,good,4272.78,502.94,12,14,0,0,16,0,1324.83,occasional_defaulter
C3650,postpaid,1,376.71,4496.33,1,0,18,15,12,11,1,0.08,0.0,1.9,missed,50,14,1,cash,1,27,1,18,rural,salaried,lower_middle,corporate,0,16.3,2479,62,30.0,4.0,1,basic,1,0,1,1,3,1,0,network,0,0,9,5,63063,0.76,poor,3747.48,773.3,17,18,0,0,112,0,4324.88,critical
C3429,postpaid,1,412.37,4895.13,1,0,20,44,12,11,1,0.08,0.0,1.0,on_time,0,50,1,UPI,1,12,2,47,west,salaried,lower_middle,individual,1,21.1,2515,598,3.0,27.0,1,basic,24,0,0,0,5,1,0,billing,0,0,10,1,41790,0.4,fair,2705.28,458.4,4,20,0,0,17,0,1442.19,occasional_defaulter
C4165,postpaid,0,996.31,11935.04,0,0,0,37,12,12,0,0.0,0.0,0.0,late,24,0,0,credit_card,1,4,0,34,west,salaried,low,individual,2,64.6,1360,959,14.0,4.0,0,basic,12,0,0,0,2,1,0,network,0,0,9,20,59364,0.76,poor,1848.57,1001.71,9,0,0,0,7,0,1183.57,occasional_defaulter
C4958,postpaid,0,760.38,9153.87,2,1,87,75,12,9,2,0.17,0.08,6.1,on_time,0,5,1,cash,0,18,0,25,metro,salaried,low,individual,4,40.4,2206,387,19.0,13.0,0,premium,6,0,0,1,1,1,0,other,1,0,9,49,88740,0.53,fair,1904.55,1070.19,13,87,2,1,10,1,18987.03,critical
C8313,postpaid,0,1443.22,17322.24,1,1,44,81,12,10,1,0.08,0.08,5.0,on_time,0,21,1,credit_card,0,10,0,38,north,self_employed,lower_middle,individual,3,69.5,1046,60,7.0,11.0,0,premium,1,0,0,0,1,6,1,billing,0,0,6,7,25074,0.73,poor,1925.57,1407.69,8,44,2,0,10,1,37142.95,habitual_defaulter
C9309,postpaid,0,382.27,4567.9,1,0,23,97,12,11,1,0.08,0.0,2.0,late,29,22,1,bank_transfer,1,9,1,40,north,self_employed,upper_middle,individual,2,18.7,2418,629,5.0,1.0,0,basic,12,0,0,1,1,2,0,network,0,1,8,36,76080,0.27,poor,4654.21,823.96,27,23,0,0,29,0,2109.7,critical
C6392,postpaid,0,464.95,5381.01,4,0,12,108,12,8,4,0.33,0.0,6.8,on_time,0,50,1,cash,0,27,0,55,rural,unemployed,lower_middle,individual,3,6.3,1226,179,13.0,9.0,0,premium,6,1,0,1,1,1,0,other,0,0,8,26,44584,0.52,poor,4298.42,1593.41,1,12,0,0,20,0,4512.97,habitual_defaulter
C2998,postpaid,0,440.24,5209.19,1,0,9,27,12,11,1,0.08,0.0,0.6,on_time,0,58,1,bank_transfer,1,27,0,69,south,self_employed,upper_middle,individual,2,20.3,2381,887,2.0,30.0,1,standard,3,0,0,0,1,3,0,other,0,0,9,22,15966,0.91,fair,4031.08,1829.92,8,9,0,0,11,0,1505.04,occasional_defaulter
C1516,postpaid,0,389.29,4679.97,3,1,67,102,12,8,3,0.25,0.08,9.5,on_time,0,42,1,credit_card,1,21,0,18,rural,salaried,lower_middle,individual,5,28.0,960,936,8.0,2.0,0,standard,1,1,0,0,1,2,0,network,0,1,6,11,810,0.13,fair,1170.04,919.96,28,67,4,2,3,1,13779.88,habitual_defaulter
C9498,postpaid,0,429.32,5186.04,3,0,19,41,12,9,3,0.25,0.0,1.5,on_time,0,22,1,bank_transfer,1,28,1,20,east,salaried,lower_middle,individual,0,27.5,1352,827,48.0,16.0,0,basic,12,0,0,0,1,1,0,other,0,0,9,14,71721,0.99,good,397.9,1072.14,28,19,0,0,6,0,3760.99,occasional_defaulter
C6354,postpaid,0,1106.28,12169.67,0,0,0,11,11,11,0,0.0,0.0,0.0,late,15,0,0,UPI,1,1,2,26,west,unemployed,low,individual,4,66.0,780,734,3.0,40.0,0,premium,12,0,0,1,1,4,0,billing,0,0,4,40,26236,0.97,good,1979.78,485.64,5,0,0,0,8,0,394.55,critical
C5745,postpaid,0,1437.92,17267.56,0,2,37,61,12,10,0,0.0,0.17,9.4,on_time,0,27,1,UPI,0,7,0,59,east,self_employed,lower_middle,individual,4,77.0,2525,271,7.0,9.0,0,basic,24,0,0,1,1,4,0,billing,0,0,10,2,59410,0.69,fair,3849.13,1100.61,6,37,2,0,26,2,17638.3,occasional_defaulter
C1581,postpaid,0,944.17,11270.65,6,1,116,107,12,5,6,0.5,0.08,10.2,on_time,0,21,1,cash,1,19,0,20,north,self_employed,high,individual,1,43.4,1116,771,6.0,24.0,0,standard,3,1,0,0,1,2,0,network,0,0,7,49,69552,0.54,poor,3676.54,331.36,5,116,4,2,20,1,47598.39,occasional_defaulter
C3471,postpaid,0,420.35,5114.2,1,0,26,35,12,11,1,0.08,0.0,1.8,on_time,0,56,1,bank_transfer,1,13,0,71,east,self_employed,low,SME,5,29.0,233,648,12.0,22.0,0,standard,24,0,1,1,1,0,2,billing,0,0,5,11,34690,0.73,fair,1389.88,1865.78,22,26,0,0,5,0,1428.83,critical
C1022,postpaid,0,841.9,10108.16,3,1,77,20,12,8,3,0.25,0.08,7.9,on_time,0,26,1,bank_transfer,0,16,1,41,south,retired,upper_middle,individual,4,34.2,1940,581,3.0,22.0,0,basic,3,0,0,0,4,4,0,network,1,0,5,12,49730,0.11,poor,4454.91,864.41,22,77,4,1,7,1,48475.72,occasional_defaulter
C6414,postpaid,0,579.11,6969.6,0,0,0,50,12,12,0,0.0,0.0,0.0,on_time,0,0,0,credit_card,1,15,0,65,rural,salaried,upper_middle,individual,2,38.7,1006,451,9.0,22.0,0,premium,24,1,0,1,1,4,0,network,0,0,5,41,40330,0.85,good,3394.35,905.87,23,0,0,0,27,0,4190.17,critical
C8428,postpaid,1,593.3,7159.01,2,0,13,14,12,10,2,0.17,0.0,3.7,on_time,0,29,1,bank_transfer,1,20,0,47,north,unemployed,lower_middle,individual,4,19.8,1601,594,3.0,5.0,0,basic,3,1,0,0,5,2,0,other,0,0,10,17,32200,0.67,poor,1664.3,1956.5,20,13,0,0,1,0,4185.19,habitual_defaulter
C1822,postpaid,0,767.12,9193.72,6,0,4,27,12,6,6,0.5,0.0,3.1,late,23,25,1,cash,1,2,2,35,south,unemployed,lower_middle,individual,1,40.5,1455,939,4.0,21.0,0,basic,24,0,1,0,2,2,2,network,0,0,5,52,18660,0.3,good,773.88,1219.12,9,4,0,0,14,0,4433.68,critical
C2143,postpaid,0,569.33,6775.19,0,0,0,45,12,12,0,0.0,0.0,0.0,on_time,0,0,0,bank_transfer,1,23,1,54,west,salaried,high,individual,1,55.1,932,744,19.0,25.0,0,standard,12,1,1,1,3,3,1,network,0,0,8,25,56288,0.27,good,1404.14,945.13,22,0,0,0,3,0,479.72,occasional_defaulter
C1711,postpaid,0,718.21,8646.29,1,1,46,36,12,10,1,0.08,0.08,5.7,on_time,0,13,1,cash,1,7,1,60,south,self_employed,lower_middle,individual,4,29.4,2079,910,2.0,25.0,0,premium,1,1,1,0,1,2,0,billing,0,0,5,45,4695,0.62,good,1336.74,1228.14,11,46,2,0,3,1,21034.55,occasional_defaulter
C2075,postpaid,1,1651.09,19875.0,2,0,6,114,12,10,2,0.17,0.0,2.4,on_time,0,18,1,cash,1,2,0,56,north,salaried,upper_middle,individual,5,78.7,876,152,44.0,8.0,0,premium,6,1,1,1,3,1,0,billing,0,0,8,21,75168,0.8,fair,2618.87,1314.09,28,6,0,0,16,0,2255.78,critical
C1907,postpaid,1,731.0,3652.84,1,3,66,5,5,1,1,0.2,0.6,36.1,on_time,0,16,1,bank_transfer,0,30,0,22,west,salaried,lower_middle,individual,1,58.0,416,76,11.0,5.0,0,basic,3,0,0,0,5,3,0,other,0,0,2,4,16256,0.63,fair,911.6,1933.21,20,66,3,2,28,1,25527.69,occasional_defaulter
C6953,postpaid,0,1034.23,12410.68,1,0,18,40,12,11,1,0.08,0.0,2.1,late,27,54,1,credit_card,1,21,0,47,east,salaried,low,individual,5,53.1,1495,833,3.0,48.0,0,standard,12,0,0,0,1,1,0,billing,0,0,7,1,68796,0.6,fair,202.86,727.92,30,18,0,0,4,0,4943.58,critical
C6845,postpaid,1,883.44,10671.35,2,2,76,27,12,8,2,0.17,0.17,11.9,on_time,0,42,1,credit_card,0,24,1,29,rural,self_employed,upper_middle,individual,5,51.1,2742,730,19.0,0.0,1,premium,24,0,0,1,3,2,0,billing,0,0,7,14,61138,0.67,fair,3783.99,1529.43,4,76,2,2,30,1,49884.16,occasional_defaulter
C0707,postpaid,0,283.49,3454.27,0,1,56,113,12,11,0,0.0,0.08,4.1,on_time,0,51,1,bank_transfer,0,26,1,57,east,salaried,upper_middle,individual,1,6.6,1766,629,5.0,2.0,0,standard,12,0,0,1,1,2,0,network,0,0,10,39,2190,0.15,fair,3134.69,883.33,13,56,1,0,6,1,33835.85,habitual_defaulter
C2807,postpaid,0,678.14,7402.75,2,0,29,11,11,9,2,0.18,0.0,3.7,on_time,0,3,1,cash,1,26,0,33,east,self_employed,upper_middle,individual,1,39.7,407,898,9.0,14.0,1,standard,6,1,0,0,1,0,1,billing,0,0,2,17,16330,0.59,fair,3131.72,1786.48,11,29,0,0,12,0,4492.03,habitual_defaulter
C4999,postpaid,1,314.44,3697.48,1,0,3,30,12,11,1,0.08,0.0,1.9,on_time,0,27,1,bank_transfer,0,9,1,33,metro,salaried,upper_middle,individual,4,44.4,2122,849,8.0,18.0,1,basic,3,1,0,1,5,1,0,network,0,0,5,35,4790,0.52,good,4419.76,1865.92,23,3,0,0,12,0,4903.69,occasional_defaulter
C1408,postpaid,1,831.89,9876.29,3,0,13,26,12,9,3,0.25,0.0,4.8,on_time,0,57,1,bank_transfer,0,7,2,55,south,salaried,high,individual,5,33.3,2515,998,7.0,4.0,0,standard,6,0,0,0,2,1,0,network,0,0,7,10,15596,0.91,good,566.71,875.62,5,13,0,0,12,0,743.74,critical
C0580,postpaid,0,296.3,3454.58,2,0,20,47,12,10,2,0.17,0.0,2.8,on_time,0,37,1,credit_card,1,28,1,35,rural,salaried,lower_middle,individual,1,11.7,403,112,1.0,11.0,1,premium,6,0,0,1,1,1,0,billing,0,0,7,31,21049,0.18,fair,4098.4,143.09,9,20,0,0,10,0,3986.77,occasional_defaulter
C3248,postpaid,0,816.86,9816.85,1,0,27,63,12,11,1,0.08,0.0,1.6,on_time,0,30,1,bank_transfer,1,18,0,40,south,self_employed,upper_middle,individual,2,41.0,2131,791,5.0,52.0,0,standard,12,1,1,1,1,1,3,other,0,0,6,54,58548,0.76,good,782.22,225.29,28,27,0,0,17,0,4947.81,critical
C1384,postpaid,0,1013.55,12107.36,3,0,8,120,12,9,3,0.25,0.0,4.2,on_time,0,20,1,bank_transfer,1,14,0,42,metro,salaried,upper_middle,individual,4,59.6,2351,426,9.0,2.0,1,basic,3,0,1,1,2,3,0,network,0,0,9,58,54873,0.42,good,1884.66,1201.52,21,8,0,0,8,0,3977.9,occasional_defaulter
C2320,postpaid,0,909.36,10770.41,0,1,58,32,12,11,0,0.0,0.08,3.2,on_time,0,22,1,cash,0,16,0,38,north,self_employed,lower_middle,individual,4,47.4,951,23,12.0,38.0,0,standard,12,0,1,0,1,2,0,other,0,0,10,53,59610,0.93,poor,3872.35,1049.69,24,58,1,0,30,1,14680.57,occasional_defaulter
C5882,postpaid,0,425.72,5214.47,1,2,90,85,12,9,1,0.08,0.17,7.5,on_time,0,55,1,UPI,1,25,2,47,north,student,upper_middle,individual,1,30.9,1358,444,3.0,12.0,0,basic,6,1,0,1,3,1,1,billing,0,0,5,60,16915,0.16,good,4708.28,673.47,28,90,2,2,23,2,39607.88,occasional_defaulter
C0839,postpaid,0,1614.65,19426.36,1,1,66,110,12,10,1,0.08,0.08,4.3,late,18,3,1,cash,0,8,1,29,metro,salaried,upper_middle,individual,2,82.4,2764,415,13.0,14.0,1,premium,24,0,0,1,4,0,0,other,0,0,9,25,47979,0.64,good,932.92,685.67,1,66,2,1,7,1,27048.51,occasional_defaulter
C4535,postpaid,0,417.33,4948.05,2,0,18,63,12,10,2,0.17,0.0,1.6,on_time,0,20,1,bank_transfer,0,30,0,54,metro,salaried,low,SME,1,27.5,2018,708,11.0,0.0,0,premium,6,1,2,1,1,2,0,billing,0,0,10,28,4920,0.51,fair,2673.61,1595.55,27,18,0,0,8,0,1630.2,habitual_defaulter
C7952,postpaid,0,273.84,3277.16,1,0,26,54,12,11,1,0.08,0.0,1.3,missed,76,41,1,credit_card,1,28,0,26,rural,self_employed,low,SME,2,20.6,875,447,2.0,6.0,0,premium,1,0,1,1,1,1,0,network,0,0,7,37,25998,0.2,good,1202.8,987.35,15,26,0,0,47,0,1588.72,critical
C0472,postpaid,1,383.96,4543.04,2,0,22,105,12,10,2,0.17,0.0,2.6,late,18,21,1,credit_card,1,14,2,54,east,retired,lower_middle,individual,1,18.3,745,825,10.0,16.0,0,standard,3,1,1,0,3,2,0,network,0,0,7,55,14329,0.16,poor,3311.95,1305.65,10,22,0,0,3,0,4202.05,critical
C2963,postpaid,0,660.22,4624.57,0,0,0,7,7,7,0,0.0,0.0,0.0,on_time,0,0,0,UPI,0,11,0,34,east,retired,upper_middle,individual,4,29.5,536,68,1.0,12.0,1,basic,24,0,1,1,1,2,1,other,0,0,4,3,35604,0.62,good,148.32,814.67,18,0,0,0,5,0,1999.56,habitual_defaulter
C6262,postpaid,1,551.4,4954.03,0,0,0,9,9,9,0,0.0,0.0,0.0,on_time,0,0,0,UPI,1,19,0,47,rural,retired,lower_middle,corporate,2,33.6,164,576,2.0,3.0,1,standard,12,1,0,1,3,3,0,billing,0,2,5,11,45175,0.35,fair,4228.12,1144.4,22,0,0,0,2,0,2671.42,occasional_defaulter
C7441,postpaid,0,1328.44,15982.48,1,1,59,68,12,10,1,0.08,0.08,4.6,on_time,0,50,1,bank_transfer,1,16,0,25,east,salaried,upper_middle,individual,1,58.2,2862,455,2.0,8.0,0,standard,3,1,1,0,1,1,0,network,0,0,5,6,17475,0.43,fair,1820.14,558.22,14,59,2,0,12,1,862.1,critical
